project_id,dataset_name,table_name,column_name,template_id,template_location,tag_field_id,tag_field_value,extract_timestamp
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,contains_pii,true,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,contains_sensitive,true,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,crop_number,0.0,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,dataset_name,data_catalog_dev,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,frequency,0.0,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,pii_type,EMAIL_ADDRESS,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,project_name,acn-uki-ds-data-ai-project,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,sensitive_type,US_SOCIAL_SECURITY_NUMBER,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_1,europe-west2,source_system,public_data,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_2,europe-west2,contains_pii,false,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_2,europe-west2,contains_sensitive,false,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_2,europe-west2,crop_number,0.0,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_2,europe-west2,dataset_name,data_catalog_dev,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_2,europe-west2,frequency,0.0,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_2,europe-west2,project_name,acn-uki-ds-data-ai-project,20211125221741
acn-uki-ds-data-ai-project,data_catalog_dev,,,template_dataset_v_2,europe-west2,source_system,public_data,20211125221741
